event-id,visible,timestamp,location-long,location-lat,external-temperature,gps:dop,height-raw,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
9710323192,true,2014-06-01 03:01:27.000,-111.52653,56.711309,19.0,1.4,"386.08","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323193,true,2014-06-02 02:00:47.000,-111.529379,56.711081,19.0,1.4,"400.37","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323194,true,2014-06-03 01:01:33.000,-111.530399,56.710403,25.0,1.4,"379.32","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323195,true,2014-06-04 00:00:32.000,-111.534418,56.729792,25.0,1.2,"382","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323196,true,2014-06-04 23:00:53.000,-111.525893,56.713628,10.0,2.4,"363.65","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323197,true,2014-06-07 20:00:32.000,-111.607551,56.740896,24.0,1.6,"413.93","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323198,true,2014-06-09 18:00:33.000,-111.382461,56.661694,11.0,1.8,"374.77","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323199,true,2014-06-12 15:01:27.000,-111.589945,56.752961,12.0,1.8,"429.82","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323200,true,2014-06-13 14:01:33.000,-111.548428,56.753195,10.0,2.2,"405.5","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323201,true,2014-06-15 12:02:55.000,-111.549724,56.723814,8.0,3.4,"347.55","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323202,true,2014-06-16 11:02:35.000,-111.521242,56.71003,12.0,1.6,"249.89","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323203,true,2014-06-17 10:00:33.000,-111.525017,56.712819,16.0,1.2,"379.76","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323204,true,2014-06-19 08:00:57.000,-111.433406,56.695572,21.0,1.6,"386.17","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323205,true,2014-06-20 07:00:32.000,-111.367658,56.625554,26.0,1.4,"387.76","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323206,true,2014-06-23 04:02:34.000,-111.395927,56.699228,23.0,2.4,"281.38","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323207,true,2014-06-25 02:00:32.000,-111.526371,56.711045,25.0,1.6,"381.42","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323208,true,2014-06-27 23:00:32.000,-111.568946,56.701445,19.0,1.8,"496.16","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323209,true,2014-06-28 22:00:51.000,-111.527499,56.711346,26.0,2.4,"366.58","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323210,true,2014-07-07 13:01:03.000,-111.457145,56.696553,15.0,2.2,"254.58","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323211,true,2014-07-09 11:00:46.000,-111.548417,56.754041,25.0,2.8,"403.54","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323212,true,2014-07-10 10:01:29.000,-111.502279,56.721254,17.0,2.6,"381.57","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323213,true,2014-07-11 09:01:33.000,-111.530486,56.725633,14.0,2.2,"380.92","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323214,true,2014-07-12 08:01:57.000,-111.541912,56.731343,11.0,2.4,"383.48","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323215,true,2014-07-13 07:01:02.000,-111.495418,56.718203,12.0,2.6,"355.74","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323216,true,2014-07-14 06:00:52.000,-111.573762,56.708926,10.0,2.4,"325.87","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323217,true,2014-07-20 00:00:32.000,-111.614483,56.728431,23.0,1.2,"424.02","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323218,true,2014-07-21 22:01:16.000,-111.586394,56.681031,21.0,1.4,"397.29","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323219,true,2014-07-26 17:01:02.000,-111.532646,56.732162,19.0,1.6,"396.6","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323220,true,2014-07-29 14:01:57.000,-111.508196,56.740821,16.0,2.0,"381.18","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323221,true,2014-07-31 12:00:33.000,-111.573046,56.756108,19.0,1.8,"400.96","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323222,true,2014-08-01 11:00:32.000,-111.548095,56.754411,17.0,1.8,"393.31","gps","Canis lupus","15009","15009","ABoVE: Boutin Alberta Grey Wolf"
9710323268,true,2014-06-03 01:00:33.000,-111.991088,56.96071,27.0,1.2,"406.97","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323269,true,2014-06-04 00:00:32.000,-111.895891,56.988716,26.0,1.2,"389.25","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323270,true,2014-06-04 23:02:29.000,-111.813464,56.881082,23.0,1.4,"469.01","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323271,true,2014-06-08 19:02:21.000,-112.040096,56.931554,21.0,1.6,"604.99","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323272,true,2014-06-15 12:02:29.000,-112.030134,56.899732,18.0,4.2,"417.04","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323273,true,2014-06-20 07:01:50.000,-112.023091,56.877636,23.0,1.4,"441.23","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323274,true,2014-07-04 16:01:26.000,-112.010218,56.967766,17.0,1.6,"430.32","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323275,true,2014-07-14 06:02:57.000,-112.023479,56.907225,30.0,2.0,"436.62","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323276,true,2014-07-15 05:00:53.000,-111.929622,57.016696,20.0,1.4,"426.18","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323277,true,2014-07-20 00:00:38.000,-111.980077,56.939936,21.0,1.8,"408.97","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710323278,true,2014-07-23 20:00:32.000,-112.323554,56.80817,22.0,1.4,"479.63","gps","Canis lupus","15008","15008","ABoVE: Boutin Alberta Grey Wolf"
9710413450,true,2014-06-03 19:00:49.000,-113.655428,56.773099,26.0,3.4,"496.47","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413451,true,2014-06-05 17:00:53.000,-113.932134,56.864721,15.0,3.2,"499.8","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413452,true,2014-06-06 16:02:52.000,-114.249628,57.025046,20.0,5.0,"495.1","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413453,true,2014-06-07 15:00:56.000,-114.712103,57.217445,17.0,3.8,"497.2","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413454,true,2014-06-11 11:00:48.000,-115.303391,58.107686,10.0,3.6,"283.9","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413455,true,2014-06-14 08:01:02.000,-115.298868,58.110009,18.0,4.8,"274.83","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413456,true,2014-06-16 06:00:59.000,-115.304476,58.104592,16.0,6.8,"271.02","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413457,true,2014-06-18 04:02:33.000,-115.154377,58.21182,22.0,1.8,"274.38","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413458,true,2014-06-22 00:00:52.000,-115.002826,58.156417,24.0,1.8,"268.89","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413459,true,2014-06-23 22:00:50.000,-115.379681,58.177828,31.0,1.8,"253.73","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413460,true,2014-07-14 01:02:16.000,-115.522721,58.080508,29.0,1.8,"269.72","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413461,true,2014-07-15 23:01:23.000,-115.628552,58.101431,31.0,3.6,"266.36","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413462,true,2014-07-22 16:01:24.000,-115.015456,58.17507,21.0,10.0,"266.66","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413463,true,2014-07-29 09:02:00.000,-115.027214,58.09597,18.0,3.4,"282.19","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710413464,true,2014-08-01 06:00:31.000,-115.396885,58.2027,19.0,3.4,"272.23","gps","Canis lupus","35260","35260","ABoVE: Boutin Alberta Grey Wolf"
9710451324,true,2014-06-01 01:01:40.000,-111.702397,60.150633,22.0,3.6,"180.69","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451325,true,2014-06-01 04:00:29.000,-111.695838,60.132943,18.0,2.2,"178.66","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451326,true,2014-06-01 07:16:35.000,-111.69094,60.118661,13.0,5.0,"162.04","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451327,true,2014-06-01 07:30:14.000,-111.68981,60.113087,13.0,3.8,"169.46","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451328,true,2014-06-01 07:45:12.000,-111.686527,60.112556,13.0,3.2,"205.79","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451329,true,2014-06-01 08:00:10.000,-111.686487,60.11262,14.0,3.4,"197.05","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451330,true,2014-06-01 08:15:48.000,-111.68663,60.112567,14.0,1.8,"184.35","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451331,true,2014-06-01 08:30:15.000,-111.686623,60.112668,14.0,2.2,"195.14","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451332,true,2014-06-01 08:45:10.000,-111.686623,60.112632,15.0,3.8,"188.2","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451333,true,2014-06-01 09:00:14.000,-111.686727,60.112628,15.0,3.2,"206.97","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451334,true,2014-06-01 09:15:10.000,-111.686911,60.112659,16.0,3.4,"221.14","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451335,true,2014-06-01 09:30:13.000,-111.686566,60.112604,15.0,1.8,"171.56","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451336,true,2014-06-01 09:45:11.000,-111.68673,60.112667,14.0,1.8,"197.51","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451337,true,2014-06-01 10:00:13.000,-111.686657,60.112512,13.0,2.2,"187.87","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451338,true,2014-06-01 10:15:10.000,-111.686583,60.112821,15.0,3.2,"181.9","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451339,true,2014-06-01 10:30:14.000,-111.686633,60.112717,16.0,3.2,"174.73","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451340,true,2014-06-01 10:45:11.000,-111.686594,60.112552,16.0,3.4,"186.43","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451341,true,2014-06-01 11:00:17.000,-111.686783,60.112781,16.0,5.0,"193.73","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451342,true,2014-06-01 11:15:48.000,-111.686637,60.112607,16.0,2.2,"179.47","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451343,true,2014-06-01 11:30:07.000,-111.686682,60.113064,15.0,1.6,"200.96","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451344,true,2014-06-01 11:45:16.000,-111.680262,60.114536,14.0,2.0,"186.3","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451345,true,2014-06-01 12:00:19.000,-111.671588,60.116626,14.0,2.0,"185.13","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451346,true,2014-06-01 12:15:44.000,-111.669177,60.117434,15.0,2.0,"187.54","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451347,true,2014-06-01 12:30:05.000,-111.659254,60.117759,15.0,1.6,"184.09","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451348,true,2014-06-01 12:45:02.000,-111.648839,60.118891,15.0,2.0,"181.94","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451349,true,2014-06-01 13:00:12.000,-111.635266,60.119644,16.0,1.6,"189.08","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451350,true,2014-06-01 13:15:09.000,-111.627036,60.120254,16.0,2.2,"189.26","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451351,true,2014-06-01 13:30:14.000,-111.626727,60.120026,16.0,2.0,"183.12","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451352,true,2014-06-01 13:45:03.000,-111.626643,60.120094,16.0,2.2,"192.6","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451353,true,2014-06-01 14:00:16.000,-111.626461,60.119835,16.0,2.2,"188.39","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451354,true,2014-06-01 14:15:30.000,-111.626514,60.119791,20.0,1.8,"186.58","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451355,true,2014-06-01 14:30:15.000,-111.626198,60.119541,22.0,2.0,"188.79","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451356,true,2014-06-01 14:45:13.000,-111.625344,60.119504,22.0,2.2,"193.46","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451357,true,2014-06-01 15:00:30.000,-111.625863,60.120391,22.0,1.6,"192.02","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451358,true,2014-06-01 15:15:28.000,-111.625853,60.120388,28.0,2.0,"188.77","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451359,true,2014-06-01 15:30:07.000,-111.625864,60.120336,29.0,2.0,"192.1","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451360,true,2014-06-01 15:45:09.000,-111.625844,60.120323,28.0,2.0,"195.22","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451361,true,2014-06-01 16:00:14.000,-111.625877,60.120368,25.0,1.6,"194.64","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451362,true,2014-06-01 16:15:09.000,-111.625877,60.120355,25.0,1.6,"192.04","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451363,true,2014-06-01 16:30:14.000,-111.625867,60.120343,25.0,1.8,"187.06","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451364,true,2014-06-01 16:45:09.000,-111.625837,60.120344,25.0,1.6,"190.4","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451365,true,2014-06-01 17:00:13.000,-111.625877,60.120355,26.0,2.2,"192.04","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451366,true,2014-06-01 17:15:13.000,-111.62587,60.120329,27.0,2.0,"189.04","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451367,true,2014-06-01 17:30:30.000,-111.62584,60.120324,27.0,3.6,"180.16","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451368,true,2014-06-01 17:45:29.000,-111.625844,60.120292,27.0,2.2,"189.15","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451369,true,2014-06-01 18:00:13.000,-111.625864,60.120322,26.0,2.2,"189.5","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451370,true,2014-06-01 18:15:16.000,-111.625948,60.120266,28.0,1.8,"193.1","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451371,true,2014-06-01 18:30:13.000,-111.625883,60.120362,29.0,1.8,"191.58","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451372,true,2014-06-01 18:45:04.000,-111.625837,60.12038,29.0,1.6,"197.34","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451373,true,2014-06-01 19:00:14.000,-111.62582,60.120323,29.0,2.0,"196.37","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451374,true,2014-06-01 19:15:34.000,-111.625931,60.120272,29.0,3.8,"204.27","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451375,true,2014-06-01 19:30:14.000,-111.625833,60.120375,31.0,1.8,"191.89","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451376,true,2014-06-01 19:45:09.000,-111.625883,60.120399,30.0,1.6,"188.03","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451377,true,2014-06-01 20:00:24.000,-111.625907,60.120331,30.0,1.6,"184.36","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451378,true,2014-06-01 20:15:09.000,-111.625833,60.120308,30.0,3.2,"178.89","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451379,true,2014-06-01 20:30:14.000,-111.62584,60.120346,29.0,3.8,"184.49","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451380,true,2014-06-01 20:45:11.000,-111.625813,60.120384,29.0,3.4,"199.35","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451381,true,2014-06-01 21:00:14.000,-111.625813,60.120344,28.0,3.8,"191.55","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451382,true,2014-06-01 21:15:26.000,-111.625733,60.120395,27.0,3.6,"202.15","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451383,true,2014-06-01 21:30:14.000,-111.62571,60.120373,24.0,2.2,"198.96","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451384,true,2014-06-01 21:45:11.000,-111.625797,60.120392,24.0,1.6,"200.04","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451385,true,2014-06-01 22:00:06.000,-111.625897,60.120345,25.0,2.0,"184.58","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451386,true,2014-06-01 22:15:09.000,-111.625753,60.120359,26.0,2.0,"189.48","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451387,true,2014-06-01 22:45:30.000,-111.625954,60.120324,25.0,2.2,"191.69","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451388,true,2014-06-01 23:00:14.000,-111.625954,60.12032,29.0,1.8,"190.82","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451389,true,2014-06-01 23:15:01.000,-111.62586,60.120317,29.0,0.6,"184.05","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451390,true,2014-06-01 23:30:07.000,-111.625934,60.120344,29.0,1.6,"190.39","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451391,true,2014-06-01 23:45:12.000,-111.625814,60.120347,29.0,1.6,"202.9","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451392,true,2014-06-02 00:00:13.000,-111.625847,60.120321,29.0,1.6,"188.45","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451393,true,2014-06-02 00:15:30.000,-111.625887,60.120322,32.0,2.0,"188.35","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451394,true,2014-06-02 00:30:20.000,-111.62584,60.120291,35.0,1.6,"184.57","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451395,true,2014-06-02 00:45:11.000,-111.62589,60.12036,32.0,2.0,"189.38","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451396,true,2014-06-02 01:00:14.000,-111.62588,60.120451,29.0,3.2,"204.34","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451397,true,2014-06-02 01:15:02.000,-111.626534,60.119811,29.0,2.2,"195.68","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451398,true,2014-06-02 01:30:14.000,-111.626417,60.119809,29.0,3.4,"190.06","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451399,true,2014-06-02 01:45:30.000,-111.626401,60.119776,27.0,1.6,"182.94","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451400,true,2014-06-02 02:00:13.000,-111.626454,60.119788,25.0,2.0,"181.05","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451401,true,2014-06-02 02:15:03.000,-111.626447,60.119785,25.0,1.6,"182.38","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451402,true,2014-06-02 02:30:13.000,-111.626294,60.119722,24.0,1.6,"180.65","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451403,true,2014-06-02 02:45:05.000,-111.625273,60.119543,24.0,0.6,"182.86","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451404,true,2014-06-02 03:01:17.000,-111.624711,60.117806,24.0,5.0,"173.01","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451405,true,2014-06-02 03:15:10.000,-111.622091,60.117005,23.0,5.0,"178.15","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451406,true,2014-06-02 03:30:14.000,-111.617473,60.1193,23.0,5.0,"185.75","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451407,true,2014-06-02 03:45:10.000,-111.619336,60.119417,23.0,3.4,"185.15","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451408,true,2014-06-02 04:00:14.000,-111.624626,60.121244,22.0,3.8,"188.18","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451409,true,2014-06-02 04:15:30.000,-111.625991,60.119572,22.0,2.0,"187.91","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451410,true,2014-06-02 04:30:13.000,-111.626004,60.119596,21.0,1.8,"188.72","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451411,true,2014-06-02 04:45:02.000,-111.625927,60.119514,20.0,1.6,"167.4","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451412,true,2014-06-02 05:00:05.000,-111.626004,60.119578,20.0,0.6,"185.25","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451413,true,2014-06-02 05:15:10.000,-111.625911,60.119578,20.0,2.0,"189.84","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451414,true,2014-06-02 05:30:16.000,-111.626094,60.119468,19.0,2.0,"165.76","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451415,true,2014-06-02 05:45:18.000,-111.626212,60.1196,19.0,1.8,"196.53","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451416,true,2014-06-02 06:00:19.000,-111.625928,60.119543,20.0,0.4,"194.44","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451417,true,2014-06-02 06:15:17.000,-111.626011,60.119599,18.0,1.6,"187.39","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451418,true,2014-06-02 06:30:12.000,-111.626028,60.11956,18.0,2.0,"180.64","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451419,true,2014-06-02 06:45:14.000,-111.626024,60.119582,18.0,2.0,"180.39","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451420,true,2014-06-02 07:00:19.000,-111.626021,60.119538,17.0,1.6,"188.99","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451421,true,2014-06-02 07:15:16.000,-111.626004,60.119587,18.0,2.2,"186.99","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451422,true,2014-06-02 07:30:13.000,-111.626021,60.119593,17.0,2.0,"188.9","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451423,true,2014-06-02 07:45:08.000,-111.626081,60.119607,16.0,1.6,"185.68","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451424,true,2014-06-02 08:00:13.000,-111.626061,60.119572,16.0,0.6,"184.47","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451425,true,2014-06-02 08:15:02.000,-111.626061,60.119597,16.0,0.6,"200.16","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451426,true,2014-06-02 08:30:14.000,-111.625581,60.11755,16.0,2.0,"183.58","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451427,true,2014-06-02 08:45:10.000,-111.627113,60.111289,16.0,1.6,"177.37","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451428,true,2014-06-02 09:00:14.000,-111.634308,60.107439,16.0,3.8,"177.06","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
9710451429,true,2014-06-02 09:15:09.000,-111.636399,60.100533,15.0,3.4,"176.55","gps","Canis lupus","33679","33679","ABoVE: Boutin Alberta Grey Wolf"
